date;title;link;summary;publishdate
2017年5月12日（金） ;『うぬぼれ注意！芸人リスペクト番付』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0750/;"
             次回の金曜★ロンドンハーツは、5/12(金)放送！『うぬぼれ注意！芸人リスペクト番付』
ANZEN漫才・みやぞんが、10名の売れっ子先輩たちを尊敬する順にランク付け！
独自の目線で斬るみやぞんのランキングに、スタジオはピリピリムード！
果たしてどんな順位になるのか、乞うご期待！
さらに、ブルゾンちえみwithBでおなじみの若手コンビ・ブリリアンに仰天ドッキリ！
もしも生放送で、用意していたものと違うネタが始まったら？
ブリリアンの咄嗟の対処とは？！
             ";2017-05-12
2017年4月28日（金） ;今一番売れてる3人に緊急事態ドッキリ！！;https://www.tv-asahi.co.jp/londonhearts/backnumber/0739/;"
             今年大ブレイクした、最も旬な芸人、ブルゾンちえみ、サンシャイン池崎、アキラ100％。
3名ともキャラクター性が高いピン芸人だが、素はいったいどんな人なのか？
ロンハーがドッキリを仕掛け、彼らの人間性に迫る！
キャリアウーマンネタで大ブレイク中のブルゾンちえみには、
「もしも外国人にナンパされたら？」というドッキリを！！
外国人好きを公言しているブルゾンだが、イケメン外国人相手にモテ女キャラを突き通せるのか！？
恋愛観やオンナの部分が次々と明らかになる！！
裸ネタでR-1優勝に輝いたアキラ100％には、
「もしも、営業先で私服がなくなったら？」
と、さらに別日に「もしも、営業先でお盆がなくなったら？」という究極ドッキリを
仕掛けた！
裸ネタを終え、舞台袖に戻ってくると、着てきたはずの私服がなくなっていた！
お盆ひとつで楽屋まで戻ることは出来るのか！？
さらに、商売道具のお盆がなくなったとき、アキラはたくさんのお客さんが待つ営
業をどう乗り切るのか！？
苦節13年、42歳の遅咲き芸人が、プロ魂を見せる！！
ハイテンションなキャラクターが売りのサンシャイン池崎には、
「共演者の大御所から、『ＮＧが出ている』と聞かされても、ハイテンションをキープできるか？」を検証する！
収録前に番組プロデューサーから、「本日共演の○○さんが、池崎くんのことを良く
思ってない」と聞かされる！！
そんな最悪な状況で番組収録はスタート。池崎はそれでもハイテンションで「イエー
イ！」と叫べるのか！？ネタをしている時とは全く違う池崎の表情に、スタジオも悶絶！さらに、テレビでは決まった衣装を着ている彼らの私服姿をチェックするべく、全員のテレビ局入りの姿を隠し撮り！おまけに、スタジオメンバーの○○と△△の私服姿も隠し撮りで、本人たちも赤面！！
28日の放送に先駆けて、オモシロ先行映像も配信中！ 
是非チェックしてね！
↓↓
                
                   setTimeout(function(){
                     var iframe = document.createElement(""IFRAME"");
                     iframe.setAttribute(""width"", ""584"");
                     iframe.setAttribute(""height"",""330"");
                     $("".b81fc5c549fb296fe0363b0ed11d1c34-yxaduUPgCA0"").append(iframe);
                     iframe.setAttribute(""src"",""https://www.youtube.com/embed/yxaduUPgCA0"");
                   }, 1000);
                【出演】ロンドンブーツ1号2号、有吉弘行／アキラ100％、カズレーザー（メイプル超合金）、小宮浩信(三四郎)、サンシャイン池﨑、藤田ニコル、藤本敏史(FUJIWARA)、ブルゾンちえみ、山崎弘也（アンタッチャブル）、他 [50音順]
             ";2017-04-28
2017年4月14日（金） ;"『淳が泊まってジャッジ！ホントはイイ女GP』『隠し撮りで検証！！ いい人GP 』
";https://www.tv-asahi.co.jp/londonhearts/backnumber/0729/;"
             『淳が泊まってジャッジ！ホントはイイ女GP』淳が女性芸能人の自宅に禁断の潜入！
朝まで泊まって、本当にイイ女か、居心地具合を徹底検証する！
 
今回は元AKB48梅田彩佳とGカップグラドル岸明日香の自宅に淳がお泊り！
AKB48・チームBのキャプテンを務めた梅田も、今や28歳。アイドルからオトナの女性になりつつある梅田の自宅とは一体？！
さらに梅田の家には、イイ女GP歴代No.1のオアシズ光浦と出川哲朗が突撃訪問！
イイ女No.1の光浦の厳しいチェックに、梅田は耐えられるのか？！
そして、出川からまさかのお願いが飛び出す！！
そして巨乳グラドル岸明日香の自宅には、淳と一緒に仮面ライダー俳優・小林豊が訪問！
以前「女子が泊まりたくなる部屋GP」でオトメンな部屋を公開している小林だけあって、部屋チェックは淳並みの細かさ！
2人の厳しい追及の中、淳も絶賛する岸の意外な特技が披露される！
バイきんぐ小峠も深夜に乱入で、京都出身はんなり女子・岸のおもてなしは評価されるか？！
そして、岸と同じマンションに、なんとあのおもてなし女子が住んでいた！
岸も一緒に訪問し、おもてなしをお勉強！
他にも入浴、お泊まり、翌朝のおもてなしと、淳が辛口ジャッジ！
はたして梅田と岸は、イイ女ＧＰ歴代ランキングで何位に選ばれるのか！？
スペシャルゲスト志田未来さんも驚きの連続！
 
【出演】ロンドンブーツ1号2号、有吉弘行／志田未来／梅田彩佳、岸明日香／小峠英二（バイきんぐ）、小林豊、出川哲朗、光浦靖子(オアシズ)、矢部みほ[50音順]『隠し撮りで検証！！ いい人GP 』
芸能界を代表する「いい人」と言われる、TRFのDJ KOO、Every Little Thingのギタリストいっくんこと伊藤一朗、人気急上昇中の若手芸人ANZEN漫才みやぞんの３名に、様々なドッキリを仕掛け、どれだけいい人なのかを隠し撮りで検証！！
前回、タクシー運転手からのウザイ質問やムチャな振りにもイヤな顔せず全てこたえ、ムチャなサイン要求にも律儀に対応し、いい人過ぎる３人の素顔が見れた。
そして今回の検証は
「見知らぬ人から“お金を貸してほしい”と頼まれたらどうするのか？」
カフェで、見知らぬ客が会計時にお金が無い事に気付く。困ってる客に対して、いい人が取った行動とは？
さらにDJ KOOは、一同驚愕のとんでもない行動に出た！！
いい人なのか、やり過ぎなのか？皆さんならどうするか考えながらご覧ください！
出演：ロンドンブーツ1号2号、有吉弘行／伊藤一朗（Every little thing）、久保田和靖（とろサーモン）、DJKOO(TRF)、みやぞん（ANZEN漫才）、村上健志（フルーツポンチ）、村本大輔（ウーマンラッシュアワー）／ カズレーザー（メイプル超合金）、藤田ニコル[50音順]


             ";2017-04-14
2017年3月17日（金） ;隠し撮りで検証!!　いい人グランプリ!!;https://www.tv-asahi.co.jp/londonhearts/backnumber/0701/;"
             芸能界を代表する「いい人」と言われる３名に、色んなドッキリを仕掛け、どれだけいい人なのかを検証！！ そのターゲットに選ばれたのは、ロンハーでも度々いい人ぶりが垣間見られるＤＪ ＫＯＯ、いっくんことEvery little thing伊藤一朗、今、人気急上昇中の芸人ANZEN漫才みやぞんの３名。
1つ目の検証項目は「もしもタクシー運転手に、質問攻めされたら？」
タクシー車内で、運転手から、仕事やプライベートに関しての質問が連発。
普通なら、寝たフリなどをして、やんわりかわしたいところだが、
いい人たちの驚きの対応に、スタジオメンバー騒然！！
2つ目の検証項目は「ムチャなサインを要求されたら、どこまで対応する？」
カフェで、店員や客から、次から次へと有り得ない物にサインの要求。
果たして、いい人たちはどうするのか！？
さらに、まさかの物にまでサインをしちゃった○○には、その後、追加検証も！
3つ目の検証項目は
「見知らぬ人から“お金を貸してほしい”と頼まれたらどうするのか？」
普通なら、丁重に断るのが当たり前だが、
いい人たちの、予想外の対応に一同心配の声も。
そして今回は、比較対象として、世間から「悪いイメージ」を持たれていそうな、ウーマンラッシュアワー村本、フルーツポンチ村上、とろサーモン久保田にも同じドッキリを仕掛けた！！いい人たちと真逆の対応が続々で、スタジオでもどっちが正しいのか大論争！！
さらに、スタジオでも、いい人たちに前代未聞のドッキリを敢行！！
素晴らしすぎる神対応に、いつもは辛口のヒロミや有吉も大絶賛！
これを見ればみなさんの心が洗われること間違いなし！！
出演：ロンドンブーツ1号2号、有吉弘行／伊藤一朗（Every little thing）、久保田和靖（とろサーモン）、DJKOO(TRF)、みやぞん（ANZEN漫才）、村上健志（フルーツポンチ）、村本大輔（ウーマンラッシュアワー）／ カズレーザー（メイプル超合金）、ヒロミ、藤田ニコル[50音順]

             ";2017-03-17
2017年2月24日（金） ;新企画『自分の魅力に気付いてない素敵レディＧＰ』『謎多き男・カズレーザーの素顔をもっと知るべく追加検証！』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0147/;"
             新企画『自分の魅力に気付いてない素敵レディＧＰ』自分本来の魅力にまだ気付いていない“ダイヤの原石”である娘たちを、淳や徳井、陣内が大捜索！！
そして、見つけた女の子をプロのメイク・スタイリストの手によって“素敵レディ”へと大変身させる！！
こんなメイクをしたらもっと可愛くなるのに・・・
こんな服を着たらもっとキレイになるのに・・・
本人は気付いていない、秘めた魅力を開花させてあげる！
回は３チームに分かれ、ダイヤの原石探し！ 淳は鈴木奈々とタッグを組み、「ギャル系女子」の原石を探す！
原石探しに自信がある淳も、コテコテのガングロギャル集団にタジタジ。
しかしその中で、磨けば光る原石たちを次々に発見！
チュートリアル徳井＆堀田茜チームのターゲットは「原宿系女子」！
個性的なファッションの子が多い原宿の街・・・2人がひたすら歩いて見つけ出した原石は、どんな変身を遂げるのか？！
陣内智則＆舟山久美子チームは、体育大学で「体育会系女子」の原石を捜索！
柔道やハンドボールなどの部活に打ち込み、いつもすっぴん・ジャージ姿という彼女たちだが、２人のアシストで、女性としての魅力を開花させられるか？！ そんな原石たちの驚きの変身に、スタジオのザキヤマや藤田ニコルも大興奮！
有吉も、好みのタイプをぶっちゃける！？
さらに、素敵レディに変身を遂げた女の子がスタジオに登場！
本人を目の前にし、出川哲朗も超デレデレに！？
そして、この企画のルーツでもある過去の人気コーナー「ザ・ダイヤモンドガール」の優勝者が、今どうなっているのか追加ロケをし、再び変身ロケも敢行！
さすがは優勝者！時が経ってもその美しさは変わらない！
女の子は誰だって可愛くなれる！ テレビの前の皆さんも、メイクやファッションを参考にしよう！
男性視聴者の皆さんは、次から次と誕生する素敵レディを見逃すな！！
出演：ロンドンブーツ1号2号、有吉弘行／陣内智則、出川哲朗、徳井義実（チュートリアル）、山崎弘也（アンタッチャブル）／鈴木奈々、藤田ニコル、舟山久美子、堀田茜[50音順]
『謎多き男・カズレーザーの素顔をもっと知るべく追加検証！』
先週放送され大反響だった、謎多き男“メイプル超合金・カズレーザー”の検証企画！
タクシー運転手に月収や家族の話を赤裸々に告白し…
一般人から一緒に飲もうと誘われると、全く警戒もせず一緒に飲み…
フランクな人間かと思えば、芸能界の大先輩たちには礼儀正しく振る舞い…
そこまでお世話になってない事務所の先輩・髭男爵のひぐち君からお金を貸してと言われると、なんと理由も聞かず貯金額の９割を貸した！
全てにおいて想定外の行動だったが、純粋で素直だということは分かった。
そこで、今回はカズレーザーの頭の中がどうなっているのかを追加検証！
もしも自分の好きな番組を作れるとしたら、カズレーザーは一体どんな番組を作りたいのか！？
偽番組の打ち合わせで、カズレーザーの斬新なアイディアが飛び出しまくる！！
その独特な切り口に、スタジオメンバー騒然！！
テレビの前の皆さんも、カズの頭の中を覗いてみよう！！
出演：ロンドンブーツ1号2号／カンニング竹山、小宮浩信（三四郎）、ダレノガレ明美、メイプル超合金、山崎弘也（アンタッチャブル）、YOU[50音順]

             ";2017-02-24
2017年2月17日（金） ;『奇跡の一枚大賞』『検証！カズレーザーって結局どんな人？ドッキリで全貌解明スペシャル！！』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0145/;"
             『奇跡の一枚大賞』
ロンハーの人気企画「奇跡の1枚」が、ついにこの春で10年目に突入！！
それを記念して、今まで撮影してきた数々を振り返る「奇跡の１枚大賞」を開催！！
これまで121人を撮影し、総撮影枚数は何と26万8824枚！！
一流のカメラマン、メイク、スタイリストの最新技術を駆使した作品たちを、一挙ご覧あれ！！
ビューティー部門、イイ男部門、奇跡が起きなかった部門、セクシー部門、ヒド過ぎビフォー部門と、５つの部門に分けて奇跡の１枚写真を紹介し、各部門賞を選出！！
ピース又吉の衝撃イケメンショットや・・・
奇跡の１枚女王・鳥居みゆきの、数々のセクシー＆ビューティーショット・・・
また、奇跡の１枚常連のザキヤマのスポーツシリーズや、フジモン＆フット後藤の爆笑ショットなど、
懐かしの写真から、奇跡が起きなかったヤツまで、１枚たりとも見逃せない！！
最後には最優秀奇跡の１枚大賞も選出！！
SPゲストの前田敦子もビックリ！奇跡の１枚写真の数々！！
果たして、各部門賞＆最優秀奇跡の１枚大賞に選ばれるのは一体誰だ！？
出演：ロンドンブーツ1号2号／カズレーザー(メイプル超合金)、加藤歩(ザブングル)、黒沢かずこ(森三中)、小宮浩信(三四郎)、鈴木Q太郎(ハイキングウォーキング)、椿鬼奴、鳥居みゆき、中岡創一(ロッチ)、馬場園梓(アジアン)、バービー(フォーリンラブ)、藤本敏史(FUJIWARA)、フットボールアワー、又吉直樹(ピース)、まちゃまちゃ、箕輪はるか(ハリセンボン)、もう中学生、山崎弘也（アンタッチャブル）、横澤夏子/前田 敦子　[50音順]


『検証！カズレーザーって結局どんな人？ドッキリで全貌解明スペシャル！！』 今、芸能界で最も謎多き男、メイプル超合金・カズレーザー。
以前、ロンハーで、ホントはどんな人なのかを探るべく、ドッキリ検証を行った。
「プライベートな質問をしまくってくるタクシーに乗ったら？」では、恋愛遍歴を赤裸々に語り、なんと月収を正直に回答！！ 「真面目なロケ番組で、衣装の中にブラジャーが入っていたら？」では、何の疑いもなくブラを装着した！！
結局、どんな人間なのかますます分からなくなってしまったので、今度こそカズレーザーという人間を知るために、さらに様々なドッキリを仕掛け、そのキャラクターの完全解明に挑む！！
カズレーザーは、今でも年収を聞かれたら答えてしまうのか？！
再びタクシーで検証、果たしてカズレーザーの回答は！？
プライベートな飲みの席で、一般人に「一緒に飲みませんか？」と声を欠けられたらカズレーザーはどうする？
普段、飲む時は個室を使わないというカズレーザー。果たしてどんな対応を！？
普段、あまり絡むことの少ない芸能界の先輩と楽屋で２人きりになったら、カズレーザーはどうする？！
仕掛け人はダジャレ大好き・デーブ・スペクターと、芸能界の大先輩・中尾彬。
２人が各々、突然楽屋にやってきて、色々と話しかけ長居したら、どう乗り切るのか？
さらに、中尾彬での検証は、三四郎・小宮にも仕掛けてみた！
２人のあまりの対応の違いに、スタジオ騒然！！
他にも、「先輩芸人にお金を貸してと頼まれたらどうする？」など、色々な角度からドッキリを仕掛ける！！
次々と露わになるカズレーザーの意外な素顔に、ヒロミ・YOUもビックリ！！
事務所の先輩・カンニング竹山や、ザキヤマも見た事がないカズレーザーの新たな一面も！！
テレビの前の皆さんも、これを見れば、カズレーザーの事がもっともっと分かり、大好きになるはず！！
出演：ロンドンブーツ1号2号／カンニング竹山、小宮浩信（三四郎）、ダレノガレ明美、ヒロミ、メイプル超合金、山崎弘也（アンタッチャブル）、YOU、他　[50音順]


             ";2017-02-17
2017年2月3日（金） ;『格付けしあう女たち』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0143/;"
             女性芸能人の下剋上バトルが緊急開催！！ 世間的に『格付けしあう女たち』に出た方がいいんじゃないかという、ワケあり女たちが大集合！
魔王こと杉田かおるが、久々に格付けに帰ってくる！
さらに、ティーンのカリスマモデル・藤田ニコルや、
昨年SNSで大炎上した重盛さと美、
元宝塚からは遼河はるひと、ブッ飛んだ生活が話題の紫吹淳、
そしてお騒がせバツ2女優・遠野なぎこに、
お騒がせ二世タレント・梅宮アンナなど、
世間を賑わす女性芸能人たちが続々参戦！
 
今回のテーマは『（20歳〜50歳・一般男女200人に聞いた）人としてダメな女』
一般アンケートを男女両方に聞いているので、逃げ道なしのよりリアルな世間の声がメンバーたちにグサグサと突き刺さる！！
発表者は、メンバー最年少・18歳の藤田ニコル。
 
「心の闇がありそう。」
「友達になりたいと一切思わない。」
思ったことを何でも口にしちゃうニコルが、芸能界の大先輩をズバズバと斬りまくる！！
そして、事務所の先輩、グラドル・中村静香とのオスカー対決がぼっ発！！
すると、辛口女・ダレノガレ明美や、激昂女優・遠野なぎこも参戦し、グラドル・中村がボッコボコに！！
遠野はこれだけにとどまらず、他のメンバーにも噛みつきまくりで大暴れ！！
さらに、太った女が許せない梅宮アンナvs体重130キロ・メイプル安藤のバトルも！！
相方・カズレーザーや、ご意見番・大吉も、女子のガチ抗争にタジタジ・・・。
そんな中、屈辱のワースト1位になってしまったのは一体誰だ！？
大波乱の格付けは必見！リアルタイムでご覧ください！！
出演：ロンドンブーツ1号2号／安藤なつ（メイプル超合金）、梅宮アンナ、重盛さと美、紫吹淳、杉田かおる、ダレノガレ明美、遠野なぎこ、中村静香、藤田ニコル、遼河はるひ／カズレーザー（メイプル超合金）、博多大吉（博多華丸・大吉）　[50音順]

             ";2017-02-03
2017年1月27日（金） ;2017年最悪な運勢なのは誰だ！？『気を付けろ2017年　オマエは運が悪いGP』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0141/;"
             驚異の的中率を誇る有名占い師5人に、売れっ子芸能人たちの2017年の運勢を見てもらい、それをランキング形式で発表！昨年大活躍だった人気者たちは、今年もそれを維持できるのか？
注目の鑑定結果から目が離せない！！そして、気になる有名占い師とは・・・
手相芸人・島田秀平、顔相学・岡井浄幸、新宿の母・栗原すみ子、ラスト陰陽師・橋本京明、芸能界最強占い師・ゲッターズ飯田。「何をやってもうまくいく！」
「ドラマのオファーがくる！」
「金銭トラブルが起きる！」
「不倫に注意！」
「これから先は真っ暗な人生！」
2017年の恋愛運、仕事運、金運など、様々な角度から鑑定される売れっ子たち。昨年、テレビに引っ張りだこだった人気モデル・藤田ニコルや、
大活躍だった芸人、トレンディエンジェル斎藤に永野、
現在ブレイク中の女芸人、メイプル超合金・安藤なつ＆平野ノラ。そして、昨年のM-1チャンピオン銀シャリ橋本など、果たして今年の運勢は！？
他にもＤＪ KOO、カンニング竹山、バイきんぐ小峠、森三中・黒沢らにも、占い師から非情な通告！？
また、有吉やカズレーザー、ロンブーの運勢も鑑定！
まさかの鑑定結果にスタジオ騒然！！
果たして、今年も笑って過ごせるトップ１は？
一方、ツラすぎる１年になるワースト１は誰だ？
みなさんもTVの前で自分の運勢をチェックしながらみてね！
 
出演：ロンドンブーツ1号2号、有吉弘行、カズレーザー (メイプル超合金)　／カンニング竹山、小峠英二（バイきんぐ）、斎藤司（トレンディエンジェル）、DJKOO、永野、橋本直(銀シャリ)／安藤なつ（メイプル超合金）、磯山さやか、黒沢かずこ（森三中）、ダレノガレ明美、遠野なぎこ、平野ノラ、藤田ニコル、渡辺江里子（阿佐ヶ谷姉妹） [50音順]

             ";2017-01-27
2017年1月13日（金） よる８時から2時間SP;『独身芸能人の自宅をチェック！女子が泊まりたくなる部屋ＧＰ』『うぬぼれ注意！オンナの自分番付』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0139/;"
             『独身芸能人の自宅をチェック！女子が泊まりたくなる部屋ＧＰ』人気の独身男芸能人たちのこだわりの自宅を一挙公開！！
女子が泊まりたくなる部屋かどうかを女性目線で徹底検証し、グランプリを決定する！！
 
エントリーしたのは、
①仮面ライダー俳優・小林豊
②2015年度M-1王者トレンディ斎藤
③貴族の血を引くハーフタレント・ハリー杉山
④モテると噂のジャルジャル福徳
⑤破天荒芸人・ノブコブ吉村
⑥二世タレント・渡辺裕太
そして、以前ロンハーで自宅を公開した狩野英孝を加えた計7名！
 
リビング・寝室・冷蔵庫など、自宅のありとあらゆるところを公開！
普段テレビでは見られない男芸能人たちの独特の世界観があらわになる！！
 
M-1の優勝賞金で引っ越したというトレンディ斎藤の部屋とは！？
破天荒なはずの吉村の家に、一同驚愕のとんでもないモノが！！
 
そして、泊まりたくなる部屋かどうかをチェックするのは、かたせ梨乃、辺見えみり、皆藤愛子、堀田茜の4名！
インテリアや生活雑貨、そのレイアウトに至るまで、男芸能人たちのセンスとこだわりを女性目線でぶった斬る！
ご意見番のヒロミや、スペシャルゲストの倉科カナも驚愕した部屋とは一体！？
さらに、伝説のスーパーアイドル・かーくんこと諸星和己の自宅を本邦初公開！！
どの部屋も見どころ満載すぎて、目が離せない！！
はたして女子が泊まりたくなる部屋No.1に選ばれるのは誰だ！？
【出演】ロンドンブーツ1号2号／倉科カナ／ヒロミ、諸星和己／狩野英孝、小林豊、斎藤司（トレンディエンジェル)、ハリー杉山、福徳秀介(ジャルジャル)、吉村崇(平成ノブシコブシ)、渡辺裕太／皆藤愛子、かたせ梨乃、辺見えみり、堀田茜　[50音順]
『うぬぼれ注意！オンナの自分番付』
何も知らずにやってきた男性ゲストに「この10人の女性芸能人の中で付き合いたいのは誰？」というド直球な質問を！
その男性ゲストが自分を何位に順位付けしてくれるかを予想するという、ハラハラドキドキの企画！
「この女には負けない…」女たちのドロドロの戦いが始まる！！
 
今回、ランキングしてもらった男性ゲストは、今大ブレイク中の、メイプル超合金・カズレーザー。
男も女も大好きな、バイセクシャル芸人が、グラビア・モデル・アナウンサーなど様々なジャンルの女たちを、付き合いたい順にランク付け！
上位なら嬉しいが、下位は身も心もズタボロに！
 
「好感度を捨てて美を手に入れてる！」
「マカオの娼婦のニオイ！」
「イイ女だけど軽自動車の中の１位！」
 
カズレーザーの独特の鋭い切り口で、女たちがズバズバと斬られる！！
フジモンと相方・安藤なつも驚愕の意外なランキング結果が！？
果たして、実際の順位より自分を高く評価した、とんだうぬぼれオンナとは！？
そして、悲惨なワースト1オンナはいったい誰だ！？
【出演】ロンドンブーツ1号2号／磯山さやか、熊田曜子、祥子、竹内由恵（テレビ朝日アナウンサー）、ダレノガレ明美、弘中綾香（テレビ朝日アナウンサー）、藤田ニコル、堀田茜、道端アンジェリカ、遼河はるひ／安藤なつ（メイプル超合金）、藤本敏史（FUJIWARA）／カズレーザー（メイプル超合金）[50音順]

             ";2017-01-13
2016年12月16日（金） 20：00～21：48放送;金曜★ロンドンハーツ2時間SP;https://www.tv-asahi.co.jp/londonhearts/backnumber/0125/;"
             『奇跡の一枚～カレンダー2017～』 一流のカメラマン、メイク、スタイリストの技術を駆使して「奇跡の一枚」を撮影！
今回は、合計2万4034枚の撮影写真の中から“2017年版 奇跡の１枚カレンダー”を厳選して制作する！
過去最多の15名の男女が名乗りを上げた今回は、個性派新メンバーが多数参戦！！奇跡のクール＆ビューティー＆セクシーショットがいつもに増して目白押し!!
赤い服&金髪のイメージしかないメイプル超合金カズレーザーが、なんと赤を脱いで衝撃の変身！！
平野ノラが極太まゆげと肩パットを取って、バブル感ゼロの華麗な美女に！！
つい先日、M-1王者に輝いた銀シャリ橋本が緊急参戦！トレードマークのメガネを外し、爽やか系男子に！
藤田ニコルがギャルメイクを捨て大人の女に挑戦！こんなセクシーなニコル見た事ない！！
56歳の熟女・美保純は、奇跡の若返りで一同騒然！！
43歳、女優・久保田磨希も驚きのミラクル変身を遂げる！！
毎回、運良くカレンダーに選ばれているザキヤマは、まさかのシチュエーションに挑戦で奇跡が起こる！？
さらに今回はスペシャルゲスト・吉田沙保里がエキシビジョン参戦！！
金メダル級の大変身で、霊長類最強の女に新たな伝説が刻まれる！？
栗山千明も驚愕の超ミラクルショットから、スタジオ大爆笑のおもしろ作品まで、一瞬たりとも目が離せない！！
2017年のカレンダーに選ばれるのは、一体誰だ！？
出演：ロンドンブーツ1号2号／市川美織(NMB48)、カズレーザー（メイプル超合金）、狩野英孝、久保田磨希、鳥居みゆき、ナダル（コロコロチキチキペッパーズ）、バービー(フォーリンラブ)、博多華丸（博多華丸・大吉）、橋本直（銀シャリ）、平野ノラ、藤田ニコル、美保純、山崎弘也（アンタッチャブル）、ゆりやんレトリィバァ／吉田沙保里／栗山千明　[50音順]
『あのキャラクター芸能人 ホントはどんな人？抜き打ち一斉捜査』
テレビに出ている時のキャラクターが濃い売れっ子芸能人たちは、ホントはどんな人なのか隠し撮りで検証！！
その対応で、人間性を探る！！
思ったことは何でも言っちゃうおバカキャラの藤田ニコルには、
「もしも、目の前でオネエ同士がケンカをしたらどうするのか？」
というドッキリを！！
女同士よりもタチが悪く、ねちっこそうなオネエのケンカ、果たして止めるのか！？
バブルキャラで引っ張りだこの平野ノラには、
「もしも、営業先で衣装がなくなったらどうするのか？」
という検証を！！
トレードマークである肩パット入りの真っ赤なスーツと、ショルダーフォンがなくなってしまったら、たくさんのお客さんが待つ営業を、どう乗り切るのか！？
DJでありながら、テレビでは天然キャラで、イマイチ本性がよく分からないDJKOOには、どこまでイイ人かを検証するドッキリを敢行！！
「もしも、ウザイ タクシードライバーに、プライベートな質問をされまくったら？」
「もしも、カフェで次から次へとサイン攻めにあったら？」
一同驚きの対応と、まさかの素顔が明らかに！！
ラッセンネタで一躍ブレイクした永野には、
「もしも、ロケの時の着替えの中に、ブラジャーが入っていたら一体どうする！？」
という検証を！！
間違えて入っていたのか？それとも番組の狙いなのか！？
考えた挙句、永野のとった行動にスタジオ騒然！！
謎が多すぎるインテリ芸人・カズレーザーには、W検証！！
永野と同様、
「ロケの時の着替えの中に、ブラジャーが入っていたら一体どうする！？」
では、カズレーザーが、永野とは違うまさかの行動を！！
さらに、
「もしも、ウザイ タクシードライバーに、プライベートな質問をされまくったら？」
では、初対面のタクシー運転手相手に、赤裸々告白！！
スタジオゲストの、ヒロミ・ジュニア・大吉も理解出来ずにア然・・・。
さらに、キャラクター芸能人全員の私服を隠し撮り！！テレビで見るいつものアノ人とは違い、大爆笑＆衝撃の連続！！
これを見たら、キャラクター芸能人の素顔が分かって、得した気分になるよ！！
出演：ロンドンブーツ1号2号／カズレーザー（メイプル超合金）、DJKOO(TRF)、永野、金田朋子、平野ノラ、藤田ニコル／千原ジュニア(千原兄弟)、博多大吉（博多華丸・大吉）、ヒロミ、他　[50音順]

             ";2016-12-16
2016年12月2日（金） ;『淳が泊まってジャッジ！ホントはイイ女GP』;https://www.tv-asahi.co.jp/londonhearts/backnumber/0117/;"
             淳が女性芸能人の自宅に禁断の潜入！
朝まで泊まって、本当にイイ女か、居心地具合を徹底検証する！
今回はシェイプUPガールズ・中島史恵の家に淳がお泊り！
C.C.ガールズらと共に一世を風靡したセクシーグループのメンバーで、未だ抜群のプロポーションを持つアラフィフ女性。
そんな彼女の自宅を訪れると、コーナー史上最高の超セレブな暮らしっぷりで淳もビックリ！
さらに、特別ゲスト・平岡祐太もロケに緊急参戦！！
淳と一緒に細かく自宅をチェックするはずが・・・、中島のVIPなおもてなしに、逆に楽しくなっちゃう！？
また、デビュー当時から変わらぬその美貌とスタイルを維持する秘訣も披露！
他にも入浴、お泊まり、翌朝のおもてなしと、淳が辛口ジャッジ！
はたして中島は、イイ女ＧＰ歴代ランキングで何位に選ばれるのか！？
さらに今回は特別バージョンを開催！！
独身男性芸能人の自宅を淳が訪問し、センスとこだわりをチェック！
訪れたのは、2年前に離婚し、今年何かと女性問題で騒がれた狩野英孝と、
No.1ナルシスト芸人、NON STYLE井上！
淳と共にオシャレ姉さん・辺見えみりも同行。インテリアや生活雑貨、そのレイアウトに至るまで、厳しくチェック！
こだわりの世界観は、やっぱり狩野らしい！？
ノンスタ井上は、想像を越えたナルシスト全開の部屋！そして、独身時代の出川哲朗の部屋のVTRも公開！
皆さんも、おもてなしからインテリアに至るまで、参考にしてみませんか？
【出演】ロンドンブーツ1号2号、有吉弘行／井上裕介(NON STYLE)、狩野英孝、中島史恵／出川哲朗、平岡祐太、辺見えみり、堀田茜　[50音順]

             ";2016-12-02
